"REF_DATE","GEO","DGUID","Prices","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","168235","","","","0"
"2003-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","169357","","","","0"
"2003-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","171775","","","","0"
"2003-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","171840","","","","0"
"2004-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","175190","","","","0"
"2004-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","177340","","","","0"
"2004-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","179268","","","","0"
"2004-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","181142","","","","0"
"2005-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","184591","","","","0"
"2005-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","187126","","","","0"
"2005-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","189385","","","","0"
"2005-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","191311","","","","0"
"2006-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","194786","","","","0"
"2006-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","197264","","","","0"
"2006-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","199875","","","","0"
"2006-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","201717","","","","0"
"2007-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","205302","","","","0"
"2007-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","209337","","","","0"
"2007-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","211646","","","","0"
"2007-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","215744","","","","0"
"2008-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","218325","","","","0"
"2008-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","220171","","","","0"
"2008-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","222118","","","","0"
"2008-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","217895","","","","0"
"2009-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","216580","","","","0"
"2009-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","218407","","","","0"
"2009-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","221608","","","","0"
"2009-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","225100","","","","0"
"2010-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","227877","","","","0"
"2010-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","229860","","","","0"
"2010-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","232683","","","","0"
"2010-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","236300","","","","0"
"2011-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","238139","","","","0"
"2011-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","240783","","","","0"
"2011-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","242665","","","","0"
"2011-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","245497","","","","0"
"2012-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","247417","","","","0"
"2012-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","248297","","","","0"
"2012-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","250115","","","","0"
"2012-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","252224","","","","0"
"2013-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","255256","","","","0"
"2013-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","258142","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","261208","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","263480","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","266420","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","270515","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","273297","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","276021","","","","0"
"2015-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","276316","","","","0"
"2015-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","278551","","","","0"
"2015-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","282392","","","","0"
"2015-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","284820","","","","0"
"2016-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","285296","","","","0"
"2016-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","286760","","","","0"
"2016-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","289033","","","","0"
"2016-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","292579","","","","0"
"2017-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","296967","","","","0"
"2017-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","301062","","","","0"
"2017-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","303541","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","307583","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","311034","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","314245","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","317210","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","317957","","","","0"
"2019-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","320902","","","","0"
"2019-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","323948","","","","0"
"2019-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","325920","","","","0"
"2019-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","330046","","","","0"
"2020-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","322701","","","","0"
"2020-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","275063","","","","0"
"2020-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","313638","","","","0"
"2020-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","316495","","","","0"
"2021-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","320080","","","","0"
"2021-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","321129","","","","0"
"2021-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","340295","","","","0"
"2021-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","346131","","","","0"
"2022-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","353731","","","","0"
"2022-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","368917","","","","0"
"2022-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","371100","","","","0"
"2022-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Household final consumption expenditure","Dollars","81","millions","6","v62700456","1.1.1.1","377069","","","","0"
"2003-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","16079","","","","0"
"2003-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","16149","","","","0"
"2003-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","16166","","","","0"
"2003-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","16265","","","","0"
"2004-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","16424","","","","0"
"2004-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","16637","","","","0"
"2004-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","16856","","","","0"
"2004-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","17148","","","","0"
"2005-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","17192","","","","0"
"2005-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","17303","","","","0"
"2005-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","17364","","","","0"
"2005-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","17435","","","","0"
"2006-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","17733","","","","0"
"2006-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","17926","","","","0"
"2006-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","18209","","","","0"
"2006-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","18319","","","","0"
"2007-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","18549","","","","0"
"2007-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","18760","","","","0"
"2007-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","18847","","","","0"
"2007-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","19076","","","","0"
"2008-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","19234","","","","0"
"2008-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","19585","","","","0"
"2008-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","20024","","","","0"
"2008-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","20438","","","","0"
"2009-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","20810","","","","0"
"2009-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","21006","","","","0"
"2009-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","21074","","","","0"
"2009-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","21143","","","","0"
"2010-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","21329","","","","0"
"2010-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","21413","","","","0"
"2010-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","21634","","","","0"
"2010-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","21703","","","","0"
"2011-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","21861","","","","0"
"2011-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","22086","","","","0"
"2011-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","22385","","","","0"
"2011-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","22553","","","","0"
"2012-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","22637","","","","0"
"2012-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","22756","","","","0"
"2012-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","22973","","","","0"
"2012-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","23087","","","","0"
"2013-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","23283","","","","0"
"2013-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","23514","","","","0"
"2013-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","23608","","","","0"
"2013-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","23890","","","","0"
"2014-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","24128","","","","0"
"2014-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","24392","","","","0"
"2014-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","24740","","","","0"
"2014-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","25142","","","","0"
"2015-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","25266","","","","0"
"2015-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","25484","","","","0"
"2015-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","25699","","","","0"
"2015-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","25960","","","","0"
"2016-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","26188","","","","0"
"2016-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","26124","","","","0"
"2016-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","26214","","","","0"
"2016-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","26418","","","","0"
"2017-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","26545","","","","0"
"2017-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","27186","","","","0"
"2017-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","27417","","","","0"
"2017-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","27544","","","","0"
"2018-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","27700","","","","0"
"2018-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","28141","","","","0"
"2018-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","28595","","","","0"
"2018-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","28612","","","","0"
"2019-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","28829","","","","0"
"2019-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","29161","","","","0"
"2019-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","29603","","","","0"
"2019-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","29893","","","","0"
"2020-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","31749","","","","0"
"2020-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","32308","","","","0"
"2020-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","32460","","","","0"
"2020-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","33397","","","","0"
"2021-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","33821","","","","0"
"2021-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","32698","","","","0"
"2021-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","32623","","","","0"
"2021-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","33221","","","","0"
"2022-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","33886","","","","0"
"2022-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","34764","","","","0"
"2022-07","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","35440","","","","0"
"2022-10","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food and non-alcoholic beverages","Dollars","81","millions","6","v62700457","1.1.1.2","35996","","","","0"
"2003-01","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food","Dollars","81","millions","6","v62700458","1.1.1.3","14292","","","","0"
"2003-04","Canada","2016A000011124","Current prices","Seasonally adjusted at quarterly rates","Food","Dollars","81","millions","6","v62700458","1.1.1.3","14354","","","","0"
