"REF_DATE","GEO","DGUID","Seasonality","Credit liabilities of households","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","506464","","","","0"
"2009-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","507960","","","","0"
"2009-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","511107","","","","0"
"2009-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","514039","","","","0"
"2009-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","519477","","","","0"
"2009-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","524955","","","","0"
"2009-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","527629","","","","0"
"2009-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","531242","","","","0"
"2009-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","535055","","","","0"
"2009-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","540936","","","","0"
"2009-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","542944","","","","0"
"2009-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","546116","","","","0"
"2010-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","544436","","","","0"
"2010-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","544155","","","","0"
"2010-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","544762","","","","0"
"2010-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","546399","","","","0"
"2010-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","547887","","","","0"
"2010-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","547992","","","","0"
"2010-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","550102","","","","0"
"2010-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","552405","","","","0"
"2010-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","555577","","","","0"
"2010-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","558045","","","","0"
"2010-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","559380","","","","0"
"2010-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","561095","","","","0"
"2011-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","565160","","","","0"
"2011-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","563103","","","","0"
"2011-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","562402","","","","0"
"2011-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","565181","","","","0"
"2011-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","566569","","","","0"
"2011-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","568971","","","","0"
"2011-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","570734","","","","0"
"2011-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","571971","","","","0"
"2011-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","573456","","","","0"
"2011-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","573145","","","","0"
"2011-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","576276","","","","0"
"2011-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","577988","","","","0"
"2012-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","575300","","","","0"
"2012-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","573547","","","","0"
"2012-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","573923","","","","0"
"2012-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","575375","","","","0"
"2012-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","578795","","","","0"
"2012-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","581574","","","","0"
"2012-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","582438","","","","0"
"2012-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","586545","","","","0"
"2012-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","589141","","","","0"
"2012-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","590101","","","","0"
"2012-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","590038","","","","0"
"2012-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","592384","","","","0"
"2013-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","588875","","","","0"
"2013-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","592943","","","","0"
"2013-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","593100","","","","0"
"2013-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","594082","","","","0"
"2013-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","597083","","","","0"
"2013-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","598641","","","","0"
"2013-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","601524","","","","0"
"2013-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","604169","","","","0"
"2013-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","606225","","","","0"
"2013-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","606175","","","","0"
"2013-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","607004","","","","0"
"2013-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","610504","","","","0"
"2014-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","608755","","","","0"
"2014-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","608380","","","","0"
"2014-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","609798","","","","0"
"2014-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","611087","","","","0"
"2014-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","614709","","","","0"
"2014-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","618262","","","","0"
"2014-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","620688","","","","0"
"2014-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","623608","","","","0"
"2014-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","626808","","","","0"
"2014-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","627574","","","","0"
"2014-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","628153","","","","0"
"2014-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","630808","","","","0"
"2015-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","628795","","","","0"
"2015-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","627669","","","","0"
"2015-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","629904","","","","0"
"2015-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","632248","","","","0"
"2015-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","637074","","","","0"
"2015-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","641074","","","","0"
"2015-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","642086","","","","0"
"2015-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","643905","","","","0"
"2015-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","646079","","","","0"
"2015-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","645305","","","","0"
"2015-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","645952","","","","0"
"2015-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","647059","","","","0"
"2016-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","645526","","","","0"
"2016-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","645146","","","","0"
"2016-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","647947","","","","0"
"2016-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","651107","","","","0"
"2016-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","655043","","","","0"
"2016-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","658189","","","","0"
"2016-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","659439","","","","0"
"2016-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","658986","","","","0"
"2016-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","659666","","","","0"
"2016-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","661048","","","","0"
"2016-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","662054","","","","0"
"2016-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","665986","","","","0"
"2017-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","665649","","","","0"
"2017-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","666749","","","","0"
"2017-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","671427","","","","0"
"2017-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","673563","","","","0"
"2017-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","678442","","","","0"
"2017-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","681794","","","","0"
"2017-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","684897","","","","0"
"2017-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","686400","","","","0"
"2017-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","687870","","","","0"
"2017-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","687942","","","","0"
"2017-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","688816","","","","0"
"2017-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","690207","","","","0"
"2018-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","688096","","","","0"
"2018-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","688737","","","","0"
"2018-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","691003","","","","0"
"2018-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","692774","","","","0"
"2018-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","699031","","","","0"
"2018-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","702946","","","","0"
"2018-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","705363","","","","0"
"2018-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","707615","","","","0"
"2018-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","710695","","","","0"
"2018-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","711310","","","","0"
"2018-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","712933","","","","0"
"2018-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","713925","","","","0"
"2019-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","708524","","","","0"
"2019-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","707793","","","","0"
"2019-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","708536","","","","0"
"2019-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","711315","","","","0"
"2019-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","716113","","","","0"
"2019-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","719180","","","","0"
"2019-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","720579","","","","0"
"2019-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","722274","","","","0"
"2019-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","723803","","","","0"
"2019-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","723402","","","","0"
"2019-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","723130","","","","0"
"2019-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","725098","","","","0"
"2020-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","718878","","","","0"
"2020-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","718878","","","","0"
"2020-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","709841","","","","0"
"2020-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","698621","","","","0"
"2020-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","695035","","","","0"
"2020-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","697740","","","","0"
"2020-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","698149","","","","0"
"2020-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","702534","","","","0"
"2020-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","704502","","","","0"
"2020-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","703406","","","","0"
"2020-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","704667","","","","0"
"2020-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","699736","","","","0"
"2021-01","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","690997","","","","0"
"2021-02","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","688764","","","","0"
"2021-03","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","686624","","","","0"
"2021-04","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","688259","","","","0"
"2021-05","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","690663","","","","0"
"2021-06","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","693224","","","","0"
"2021-07","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","692884","","","","0"
"2021-08","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","696565","","","","0"
"2021-09","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","700344","","","","0"
"2021-10","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","699978","","","","0"
"2021-11","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","706596","","","","0"
"2021-12","Canada","2016A000011124","Raw data","Non-mortgage loans","Dollars","81","millions","6","v1231415568","1.1.1","703511","","","","0"
"2009-01","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","319455","","","","0"
"2009-02","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","322099","","","","0"
"2009-03","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","326618","","","","0"
"2009-04","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","330476","","","","0"
"2009-05","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","336557","","","","0"
"2009-06","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","342863","","","","0"
"2009-07","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","346186","","","","0"
"2009-08","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","350024","","","","0"
"2009-09","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","354241","","","","0"
"2009-10","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","360981","","","","0"
"2009-11","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","363716","","","","0"
"2009-12","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","367664","","","","0"
"2010-01","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","368106","","","","0"
"2010-02","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","369436","","","","0"
"2010-03","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","371802","","","","0"
"2010-04","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","374157","","","","0"
"2010-05","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","376040","","","","0"
"2010-06","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","376730","","","","0"
"2010-07","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","379285","","","","0"
"2010-08","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","381424","","","","0"
"2010-09","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","384861","","","","0"
"2010-10","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","387249","","","","0"
"2010-11","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","388497","","","","0"
"2010-12","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","390331","","","","0"
"2011-01","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","396893","","","","0"
"2011-02","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","396686","","","","0"
"2011-03","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","398444","","","","0"
"2011-04","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","400742","","","","0"
"2011-05","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","401484","","","","0"
"2011-06","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","403679","","","","0"
"2011-07","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","405597","","","","0"
"2011-08","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","406436","","","","0"
"2011-09","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","408181","","","","0"
"2011-10","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","408183","","","","0"
"2011-11","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","429779","","","","0"
"2011-12","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","431289","","","","0"
"2012-01","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","429157","","","","0"
"2012-02","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","427529","","","","0"
"2012-03","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","428427","","","","0"
"2012-04","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","429149","","","","0"
"2012-05","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","431773","","","","0"
"2012-06","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","434085","","","","0"
"2012-07","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","435477","","","","0"
"2012-08","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","438900","","","","0"
"2012-09","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","440933","","","","0"
"2012-10","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","441223","","","","0"
"2012-11","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","440808","","","","0"
"2012-12","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","442527","","","","0"
"2013-01","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","439873","","","","0"
"2013-02","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","444437","","","","0"
"2013-03","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","445228","","","","0"
"2013-04","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","445484","","","","0"
"2013-05","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","447910","","","","0"
"2013-06","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","449110","","","","0"
"2013-07","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","450542","","","","0"
"2013-08","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","451403","","","","0"
"2013-09","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","452521","","","","0"
"2013-10","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","451554","","","","0"
"2013-11","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","451500","","","","0"
"2013-12","Canada","2016A000011124","Raw data","Chartered banks","Dollars","81","millions","6","v1231415569","1.1.2","453808","","","","0"
