"REF_DATE","GEO","DGUID","Seasonality","Credit liabilities of households","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-02","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","97196","","","","0"
"2016-03","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","97537","","","","0"
"2016-04","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","97807","","","","0"
"2016-05","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","98204","","","","0"
"2016-06","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","98856","","","","0"
"2016-07","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99452","","","","0"
"2016-08","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99046","","","","0"
"2016-09","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","98829","","","","0"
"2016-10","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99162","","","","0"
"2016-11","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99000","","","","0"
"2016-12","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99007","","","","0"
"2017-01","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99003","","","","0"
"2017-02","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99034","","","","0"
"2017-03","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99318","","","","0"
"2017-04","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","99749","","","","0"
"2017-05","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","100418","","","","0"
"2017-06","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","101108","","","","0"
"2017-07","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","101992","","","","0"
"2017-08","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","101952","","","","0"
"2017-09","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","102308","","","","0"
"2017-10","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","103017","","","","0"
"2017-11","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","102051","","","","0"
"2017-12","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","102270","","","","0"
"2018-01","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","102503","","","","0"
"2018-02","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","102650","","","","0"
"2018-03","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","102554","","","","0"
"2018-04","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","102641","","","","0"
"2018-05","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","103186","","","","0"
"2018-06","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","103819","","","","0"
"2018-07","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","104420","","","","0"
"2018-08","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105076","","","","0"
"2018-09","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105645","","","","0"
"2018-10","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105932","","","","0"
"2018-11","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105995","","","","0"
"2018-12","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105655","","","","0"
"2019-01","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105380","","","","0"
"2019-02","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105110","","","","0"
"2019-03","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105375","","","","0"
"2019-04","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","105871","","","","0"
"2019-05","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","106726","","","","0"
"2019-06","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","107728","","","","0"
"2019-07","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","108500","","","","0"
"2019-08","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","109605","","","","0"
"2019-09","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","110443","","","","0"
"2019-10","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","110962","","","","0"
"2019-11","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","111173","","","","0"
"2019-12","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","111161","","","","0"
"2020-01","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","110782","","","","0"
"2020-02","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","111563","","","","0"
"2020-03","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","110833","","","","0"
"2020-04","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","109636","","","","0"
"2020-05","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","109064","","","","0"
"2020-06","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","110046","","","","0"
"2020-07","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","111522","","","","0"
"2020-08","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","112372","","","","0"
"2020-09","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","112940","","","","0"
"2020-10","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","113282","","","","0"
"2020-11","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","113582","","","","0"
"2020-12","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","113070","","","","0"
"2021-01","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","115030","","","","0"
"2021-02","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","115131","","","","0"
"2021-03","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","114723","","","","0"
"2021-04","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","115259","","","","0"
"2021-05","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","115462","","","","0"
"2021-06","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","116026","","","","0"
"2021-07","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","116245","","","","0"
"2021-08","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","116837","","","","0"
"2021-09","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","117381","","","","0"
"2021-10","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","117247","","","","0"
"2021-11","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","117606","","","","0"
"2021-12","Canada","2016A000011124","Raw data","Personal loans","Dollars","81","millions","6","v1231415570","1.1.3","116721","","","","0"
"2009-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2009-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2010-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2011-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2012-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2013-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2014-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2015-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","0","","","","0"
"2016-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76243","","","","0"
"2016-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76095","","","","0"
"2016-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","74728","","","","0"
"2016-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","74871","","","","0"
"2016-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","75361","","","","0"
"2016-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76101","","","","0"
"2016-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76374","","","","0"
"2016-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76220","","","","0"
"2016-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76500","","","","0"
"2016-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76707","","","","0"
"2016-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76924","","","","0"
"2016-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76884","","","","0"
"2017-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76900","","","","0"
"2017-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76675","","","","0"
"2017-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","76891","","","","0"
"2017-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","77435","","","","0"
"2017-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","78163","","","","0"
"2017-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","79143","","","","0"
"2017-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","79368","","","","0"
"2017-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","80178","","","","0"
"2017-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","80792","","","","0"
"2017-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","81343","","","","0"
"2017-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","81515","","","","0"
"2017-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","81526","","","","0"
"2018-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","81704","","","","0"
"2018-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","81385","","","","0"
"2018-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","81494","","","","0"
"2018-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","82088","","","","0"
"2018-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","82813","","","","0"
"2018-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","83358","","","","0"
"2018-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","83924","","","","0"
"2018-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","84728","","","","0"
"2018-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","85189","","","","0"
"2018-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","85605","","","","0"
"2018-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","85617","","","","0"
"2018-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","85271","","","","0"
"2019-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","85436","","","","0"
"2019-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","84710","","","","0"
"2019-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","84952","","","","0"
"2019-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","85660","","","","0"
"2019-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","86345","","","","0"
"2019-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","87146","","","","0"
"2019-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","88074","","","","0"
"2019-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","89039","","","","0"
"2019-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","89718","","","","0"
"2019-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90247","","","","0"
"2019-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90419","","","","0"
"2019-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90175","","","","0"
"2020-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","87911","","","","0"
"2020-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","88072","","","","0"
"2020-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","87789","","","","0"
"2020-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","86751","","","","0"
"2020-05","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","86687","","","","0"
"2020-06","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","87589","","","","0"
"2020-07","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","88864","","","","0"
"2020-08","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","89687","","","","0"
"2020-09","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90504","","","","0"
"2020-10","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90810","","","","0"
"2020-11","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90945","","","","0"
"2020-12","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90763","","","","0"
"2021-01","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90156","","","","0"
"2021-02","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","89902","","","","0"
"2021-03","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90276","","","","0"
"2021-04","Canada","2016A000011124","Raw data","Of which: Auto loans","Dollars","81","millions","6","v1245521519","1.1.44","90681","","","","0"
